"ndc","rxcui","va"
"70010013601",1801298,"TN430"
"70010013610",1801298,"TN430"
"70010013905",198014,"MS102"
"70010013910",198014,"MS102"
"70010014701",315183,"TN430"
"70010014801",312504,"TN430"
"70010014805",312504,"TN430"
"70010014901",238154,"CN103"
"70010014905",238154,"CN103"
"70010020305",312940,"CN609"
"70010020410",312941,"CN609"
"70010020510",312938,"CN609"
"70010022705",310433,"CN400"
"70010022705",310433,"CN900"
"70010049101",860975,"HS502"
"70010049105",860975,"HS502"
"70010049110",860975,"HS502"
"70010049709",1807888,"HS502"
"70010074110",979485,"CV805"
"70010074210",979492,"CV805"
"70010074310",979480,"CV805"
"70010075401",197943,"MS200"
"70010075405",197943,"MS200"
"70010077001",197944,"MS200"
"70010077005",197944,"MS200"
"70010092601",310430,"CN400"
"70069000510",309594,"VT101"
"70069000701",1111339,"OP900"
"70069000801",860654,"OP900"
"70069009101",860805,"OP900"
"70069013101",313415,"OP210"
"70069017210",309594,"VT101"
"70069023101",861200,"OP109"
"70069042101",314072,"OP109"
"70121-1480-01",1000153,"HS800"
"70121148001",1000153,"HS800"
"70156010401",1047905,"AU350"
"70156010501",1046982,"AU350"
"70165001030",1739833,"CN801"
"70165002530",1739815,"CN801"
"70165003030",1739821,"CN801"
"70165010030",1926855,"CN802"
"70377-0028-11",617310,"CV350"
"70377-0028-13",617310,"CV350"
"70377000114",312962,"CV350"
"70377000215",314231,"CV350"
"70377000315",312961,"CV350"
"70377000415",198211,"CV350"
"70377000515",200345,"CV350"
"70377000612",859424,"CV350"
"70377000613",859424,"CV350"
"70377000712",859747,"CV350"
"70377000713",859747,"CV350"
"70377000812",859751,"CV350"
"70377000813",859751,"CV350"
"70377000911",859419,"CV350"
"70377000913",859419,"CV350"
"70377001511",198377,"IM600"
"70377002711",617312,"CV350"
"70377002713",617312,"CV350"
"70377002811",617310,"CV350"
"70377002813",617310,"CV350"
"70377002911",617311,"CV350"
"70377002913",617311,"CV350"
"70377003012",259255,"CV350"
"70377003014",259255,"CV350"
"70377004614",904467,"CV350"
"70377004812",904481,"CV350"
"70377005511",606726,"GA900"
"70377005611",606730,"GA900"
"70377005612",606730,"GA900"
"70377005613",606730,"GA900"
"70377006012",896758,"CV100"
"70377006013",896758,"CV100"
"70377006112",896762,"CV100"
"70377006212",896766,"CV100"
"70377006611",312593,"CV150"
"70377007713",617312,"CV350"
"70377007813",617310,"CV350"
"70377007913",617311,"CV350"
"70377008013",259255,"CV350"
"70377011311",310274,"GA301"
"70408014634",992432,"AH100"
"70408023932",311989,"AM600"
"70436000101",312529,"TN430"
"70436000203",628953,"TN430"
"70436001002",993541,"CN609"
"70436001004",993541,"CN609"
"70436001006",993541,"CN609"
"70436001102",993557,"CN609"
"70436001104",993557,"CN609"
"70436001106",993557,"CN609"
"70436001204",1874559,"CN609"
"70436001206",1874559,"CN609"
"70436001304",1874553,"CN609"
"70436001306",1874553,"CN609"
"70436003604",1607617,"CN609"
"70436003901",862006,"AU100"
"70436004001",862013,"AU100"
"70436004101",862019,"AU100"
"70436004201",862025,"AU100"
"70436005801",993503,"CN609"
"70436005802",993503,"CN609"
"70436005901",993518,"CN609"
"70436005902",993518,"CN609"
"70436005922",993518,"CN609"
"70436006001",993536,"CN609"
"70436015301",198116,"TN430"
"70436015541",991528,"RE507"
"70436015542",991528,"RE507"
"70436016601",866412,"CV100"
"70436016602",866412,"CV100"
"70436016701",866419,"CV100"
"70436017323",485023,"IM600"
"70436018202",197807,"MS102"
"70436018301",866436,"CV100"
"70436018302",866436,"CV100"
"70436020201",866427,"CV100"
"70436020202",866427,"CV100"
"70461-0323-03",2641888,NA
"70461012203",2605540,NA
"70461012303",2641632,NA
"70461032103",2562995,NA
"70461032203",2605735,NA
"70461032303",2641888,NA
"70461042310",2641884,NA
"70505010010",1375948,"GA605"
"70512084025",309594,"VT101"
"70515062501",797065,"GA900"
"70700-0120-85",1722676,"HS200"
"70700-0156-91",2644707,"HS200"
"70700-0263-05",311277,"GA900"
"70700-0263-05",311277,"GA303"
"70700010616",861448,"DE200"
"70700010617",861448,"DE200"
"70700010618",861448,"DE200"
"70700010715",197312,"DE103"
"70700010916",861495,"DE200"
"70700010917",861495,"DE200"
"70700010918",861495,"DE200"
"70700011385",1866047,"HS200"
"70700011485",1099026,"HS200"
"70700011584",1099269,"HS200"
"70700011585",1099269,"HS200"
"70700011685",1006065,"HS200"
"70700011884",1720616,"HS200"
"70700011885",1720616,"HS200"
"70700011985",1369737,"HS200"
"70700012085",1722676,"HS200"
"70700012185",1369770,"HS200"
"70700012285",2001756,"HS200"
"70700012387",2001751,"HS200"
"70700012487",2117770,"HS200"
"70700014535",2619683,"HS300"
"70700014617",103457,"DE200"
"70700015001",198051,"GA303"
"70700015001",198051,"GA900"
"70700015010",198051,"GA303"
"70700015010",198051,"GA900"
"70700015691",2644707,"HS200"
"70700016201",260243,"HS800"
"70700016301",312641,"HS800"
"70700026305",311277,"GA900"
"70700026305",311277,"GA303"
"70700026330",311277,"GA900"
"70700026330",311277,"GA303"
"70700026390",311277,"GA900"
"70700026390",311277,"GA303"
"70700027422",310190,"HS300"
"70700028622",312644,"HS800"
"70700028922",2047882,"HS100"
"70710111001",866144,"AH107"
"70710111208",485485,"MS200"
"70710112101",1652673,"AM250"
"70710112201",1649429,"AM250"
"70710112307",1650142,"AM250"
"70710112901",991039,"CN701"
"70710113803",197698,"AM700"
"70710113908",197699,"AM700"
"70710114001",197700,"AM700"
"70710114003",197700,"AM700"
"70710115001",206842,"CV250"
"70710115703",205284,"MS190"
"70710115803",205285,"MS190"
"70710116101",995624,"CN550"
"70710116201",995666,"CN550"
"70710116506",1115698,"AM800"
"70710116701",197383,"CV400"
"70710116801",197382,"CV400"
"70710120900",197319,"MS400"
"70710121005",197320,"MS400"
"70710122500",856783,"CN601"
"70710122501",856783,"CN601"
"70710122600",856834,"CN601"
"70710122701",856845,"CN601"
"70710122801",856853,"CN601"
"70710122901",856762,"CN601"
"70710123301",238920,"DE200"
"70710123304",238920,"DE200"
"70710128403",310364,"DE200"
"70710128501",197391,"MS200"
"70710128600",197392,"MS200"
"70710128601",197392,"MS200"
"70710128605",197392,"MS200"
"70710130207",248420,"RS100"
"70710134403",577348,"CN300"
"70710134803",808751,"CN609"
"70710135003",808744,"CN609"
"70710135103",197541,"MS400"
"70710135203",808748,"CN609"
"70710136703",476556,"AM800"
"70710144504",1540241,"DE752"
"70710145701",308459,"AM200"
"70710145802",141963,"AM200"
"70710145902",141963,"AM200"
"70710146002",141963,"AM200"
"70710146707",1048445,"CV350"
"70710148301",858747,"GA900"
"70710159101",562524,"CV703"
"70710161406",636676,"AD900"
"70710166307",309594,"VT101"
"70710166801",198365,"GA605"
"70710168400",284245,"GA301"
"70710171001",834022,"MS102"
"70710183201",855942,"MS102"
"70748012906",205284,"MS190"
"70748013006",205285,"MS190"
"70748021416",825130,"GA900"
"70748021816",485023,"IM600"
"70752010112",866021,"AH107"
"70752013812",992432,"AH100"
"70752015304",861487,"DE200"
"70756001111",197499,"CV701"
"70756001912",314200,"GA900"
"70756002011",197500,"CV701"
"70756008511",430902,"MS200"
"70756020111",856783,"CN601"
"70756020112",856783,"CN601"
"70756020211",856834,"CN601"
"70756020212",856834,"CN601"
"70756020311",856845,"CN601"
"70756020312",856845,"CN601"
"70756020411",856853,"CN601"
"70756020511",856762,"CN601"
"70756021490",351133,"CV350"
"70756021551",349287,"CV350"
"70756021590",349287,"CV350"
"70756029230",751612,"CV100"
"70756041111",311995,"AM600"
"70756041211",1648759,"AM600"
"70756042411",1000048,"CN601"
"70756042911",312593,"CV150"
"70756043011",312594,"CV150"
"70756044011",198141,"CV150"
"70756060730",312075,"OP210"
"70756060915",242446,"OT101"
"70756061030",242446,"OT101"
"70756072011",197303,"CV703"
"70756072111",197304,"CV703"
"70756080630",596843,"GA900"
"70756080751",311277,"GA900"
"70756080751",311277,"GA303"
"70756080790",311277,"GA900"
"70756080790",311277,"GA303"
"70756081230",403853,"CV400"
"70756081290",403853,"CV400"
"70954-0019-10",312593,"CV150"
"70954-0059-20",198145,"HS051"
"70954-0061-10",198148,"HS051"
"70954000510",863664,"GU201"
"70954000520",863664,"GU201"
"70954001910",312593,"CV150"
"70954002010",312594,"CV150"
"70954002110",198141,"CV150"
"70954003330",197303,"CV703"
"70954005810",312617,"HS051"
"70954005820",312617,"HS051"
"70954005830",763181,"HS051"
"70954005910",198145,"HS051"
"70954005920",198145,"HS051"
"70954005930",763185,"HS051"
"70954006010",312615,"HS051"
"70954006020",312615,"HS051"
"70954006110",198148,"HS051"
"70954008510",197502,"MS200"
"70954013610",197557,"AM900"
"70954018810",307730,"AM800"
"70954021210",905269,"AU350"
"70954025810",313134,"AM650"
"70954031610",310274,"GA301"
"70954040310",197582,"HS051"
"70954040410",197583,"HS051"
"70954041430",854908,"CV400"
"70954044320",311727,"GA309"
"70954044410",317128,"GA309"
"70954044420",317128,"GA309"
"70954045520",854905,"CV100"
"70954049210",197448,"TN900"
"70954053320",2619683,"HS300"
"70954054110",198332,"AM900"
"70954056410",197657,"HS300"
"70954056510",197658,"HS300"
"70954056510",197658,"HS900"
"70954056610",197659,"HS300"
"70954060010",310386,"CN609"
"70954068810",312635,"GA605"
"70954068910",198365,"GA605"
"71052047605",1375212,NA
"71093011104",310433,"CN400"
"71093011104",310433,"CN900"
"71093011105",310433,"CN400"
"71093011105",310433,"CN900"
"71093011205",310434,"CN400"
"71093011205",310434,"CN900"
"71093011905",835603,"CN101"
"71093011906",835603,"CN101"
"71093012005",310430,"CN400"
"71093012105",310431,"CN400"
"71093012204",310432,"CN400"
"71093012205",310432,"CN400"
"71093013005",312941,"CN609"
"71093014004",197943,"MS200"
"71093014005",197943,"MS200"
"71093014105",197944,"MS200"
"71093014706",197361,"CV200"
"71093015506",854876,"CN309"
"71093015604",854873,"CN309"
"71093015606",854873,"CN309"
"71093016104",310430,"CN400"
"71093016105",310430,"CN400"
"71093016205",310431,"CN400"
"71093016304",310432,"CN400"
"71143037501",1946589,"NT200"
"71288030302",309594,"VT101"
"71288041082",854235,"BL110"
"71288041083",854235,"BL110"
"71288041085",854238,"BL110"
"71288041089",854248,"BL110"
"71332000101",2044928,"BL116"
"71369002030",2045958,"BL116"
"71376020103",2168867,"CN802"
"71376020203",2168869,"CN802"
"71376020303",2168859,"CN802"
"71399048508",1000895,"DE500"
"71399048508",1000895,"DE752"
"71399748005",251156,"TN410"
"71403000330",1869821,"DE900"
"71571033383",2464843,"OP300"
"71671010003",2396259,"HS200"
"71699015030",2283509,"CN400"
"71699020128",2283538,"CN400"
"71699020228",2283536,"CN400"
"71715000227",2059280,"AM250"
"71776003505",1011080,"OP350"
"71858001204",2630740,"HS851"
"71858004004",966417,"HS851"
"71858005004",966420,"HS851"
"71858014005",2056490,"HS851"
"71921016201",1000048,"CN601"
"71921017209",313583,"CN609"
"71921017309",313585,"CN609"
"71921018150",197806,"MS102"
"71921018250",197807,"MS102"
"71930-0020-12",857005,"CN101"
"71930000613",197391,"MS200"
"71930001912",857002,"CN101"
"71930001913",857002,"CN101"
"71930002012",857005,"CN101"
"71930002243",1049604,"CN101"
"71930002452",1091341,"CN802"
"71930002643",1357010,"RE502"
"71930002743",856940,"CN101"
"71930002890",903857,"AU300"
"71930004312",856992,"CN101"
"71930004612",1049225,"CN101"
"71930004652",1049225,"CN101"
"71930004712",1049214,"CN101"
"71930004752",1049214,"CN101"
"71930005512",993781,"CN101"
"71930005552",993781,"CN101"
"71930006612",430902,"MS200"
"72060014240",2275613,"CN709"
"72065012112",2199308,"HS503"
"72143021160",1652674,"AM250"
"72143025430",206902,"DE751"
"72205-0024-99",617311,"CV350"
"72205000390",859747,"CV350"
"72205000399",859747,"CV350"
"72205000490",859751,"CV350"
"72205000499",859751,"CV350"
"72205000530",859419,"CV350"
"72205000590",859419,"CV350"
"72205000599",859419,"CV350"
"72205000660",200327,"AN300"
"72205000792",200328,"AN300"
"72205001190",483442,"CN900"
"72205001290",483448,"CN900"
"72205001390",483450,"CN900"
"72205001490",483438,"CN900"
"72205001590",483440,"CN900"
"72205001690",483446,"CN900"
"72205001790",577127,"CN900"
"72205002190",477372,"GU201"
"72205002205",617312,"CV350"
"72205002290",617312,"CV350"
"72205002305",617310,"CV350"
"72205002390",617310,"CV350"
"72205002405",617311,"CV350"
"72205002490",617311,"CV350"
"72205002499",617311,"CV350"
"72205002505",259255,"CV350"
"72205002590",259255,"CV350"
"72205002790",859424,"CV350"
"72205002799",859424,"CV350"
"72205002830",834235,"MS400"
"72205003092",1100075,"AN500"
"72205004060",310004,"CV300"
"72205004411",312122,"AM800"
"72205009592",311289,"CN400"
"72205020730",1235247,"CN709"
"72205021130",1297278,"CN709"
"72205026130",1086778,"CN609"
"72241002922",1738803,"CN609"
"72252051002",2272622,"CN302"
"72252051504",2272636,"CN302"
"72266011925",1665459,"MS102"
"72266014201",578018,"OP300"
"72266015801",403818,"OP210"
"72305005030",966160,"HS851"
"72305007530",966166,"HS851"
"72305008830",966173,"HS851"
"72305010030",966177,"HS851"
"72305012530",966187,"HS851"
"72305013730",2104866,"HS851"
"72305015030",966196,"HS851"
"72305017530",966202,"HS851"
"72356010303",2375338,"DE752"
"72426081803",2283236,"CV350"
"72495040128",1927693,"HS900"
"72511075001",1665906,"CV350"
"72511076002",1665900,"CV350"
"72511077001",1801322,"CV350"
"72516001201",577961,"CN801"
"72516003050",866427,"CV100"
"72516003110",866436,"CV100"
"72516003150",866436,"CV100"
"72516003301",866419,"CV100"
"72578-0086-01",349351,"DE200"
"72578000105",1650143,"AM250"
"72578000118",1650143,"AM250"
"72578000201",197310,"AM800"
"72578000205",197310,"AM800"
"72578000601",205324,"CN809"
"72578000606",205324,"CN809"
"72578000801",311681,"AM900"
"72578000805",311681,"AM900"
"72578003601",860981,"HS502"
"72578004101",403967,"CN400"
"72578005418",1649405,"AM250"
"72578005505",1649988,"AM250"
"72578005518",1649988,"AM250"
"72578006414",616749,"CV250"
"72578008403",309333,"DE752"
"72578008601",349351,"DE200"
"72578008602",349351,"DE200"
"72578008801",1053697,"DE250"
"72578008901",884308,"DE102"
"72578008904",884308,"DE102"
"72578009001",198316,"CV704"
"72578009010",198316,"CV704"
"72578009101",197574,"DE200"
"72578009301",197405,"DE200"
"72578009306",197405,"DE200"
"72578009621",313412,"MS200"
"72578009721",313413,"MS200"
"72578009918",199885,"AM400"
"72578010092",311296,"AM400"
"72578010105",141859,"DE103"
"72603011501",863669,"CV150"
"72603011502",863669,"CV150"
"72603012601",1086778,"CN609"
"72603012901",1304979,"CV350"
"72603014302",866436,"CV100"
"72606050902",310273,"GA301"
"72606051002",284245,"GA301"
"72618300002",2282320,"CN105"
"72647033104",762675,"HS051"
"72819015110",855942,"MS102"
"72865025327",310431,"CN400"
"72888000400",866924,"CV100"
"72888000405",866924,"CV100"
"72888000500",866514,"CV100"
"72888000801",2179635,"CN101"
"72888001000",197391,"MS200"
"72888001001",197391,"MS200"
"72888001200",828320,"MS200"
"72888001201",828320,"MS200"
"72888001205",828320,"MS200"
"72888001400",828348,"MS200"
"72888001405",828348,"MS200"
"72888002705",198428,"CN400"
"72888003405",686924,"CV100"
"72888003505",200031,"CV100"
"72888003600",200032,"CV100"
"72888003605",200032,"CV100"
"72888003705",200033,"CV100"
"72888005930",854868,"GA900"
"72888005990",854868,"GA900"
"72888006130",834348,"CV300"
"72888006201",866094,"CN309"
"72888006401",866083,"CN309"
"72888006560",866018,"CN309"
"72888007301",855942,"MS102"
"72888007501",628953,"TN430"
"72888007601",198116,"TN430"
"72888008000",835603,"CN101"
"72888008001",835603,"CN101"
"72888008005",835603,"CN101"
"72888009201",854905,"CV100"
"72888009401",310812,"CV704"
"72888009405",310812,"CV704"
"72888011105",855926,"MS102"
"72888011901",991086,"AU350"
"72888012526",1010739,"NT300"
"72888013933",198039,"CV250"
"72888015200",197527,"CN302"
"72888015205",197527,"CN302"
"72888015301",197528,"CN302"
"72888015305",197528,"CN302"
"72888015401",197529,"CN302"
"72888015405",197529,"CN302"
"73070010011",311040,"HS501"
"73152007501",849395,"AM800"
"73302045601",1005928,"HS200"
"73336007530",2472321,"GU201"
"73352008630",857702,"MS102"
"73473030030",309332,"DE752"
"73473030060",309332,"DE752"
"73473030370",142046,"GU300"
"73562011201",1595478,"GA500"
"73562011401",1995479,"GA500"
"74157000760",857702,"MS102"
"75788011504",2560252,"AM700"
"75826010700",1190572,"GA208"
"75826011410",1094107,"GU100"
"75826011510",1094104,"GU100"
"75834014712",1291082,"RS202"
"75834014830",1190110,"CN609"
"75834015801",897640,"CV200"
"75834015901",897649,"CV200"
"75834021830",808744,"CN609"
"75834021930",808748,"CN609"
"75834022101",308979,"CN400"
"75834023516",312055,"AM700"
"75834023801",205323,"MS102"
"75834023805",205323,"MS102"
"75834024330",197650,"AM200"
"75834025501",617312,"CV350"
"75834025550",617312,"CV350"
"75834025601",617310,"CV350"
"75834025650",617310,"CV350"
"75834025701",617311,"CV350"
"75834025801",259255,"CV350"
"75834029000",866427,"CV100"
"75834029205",866412,"CV100"
"75834031001",2642818,"HS851"
"75834050005",860975,"HS502"
"76045010410",860114,"MS102"
"76204020025",630208,"RE102"
"76204020030",630208,"RE102"
"76204020060",630208,"RE102"
"76204060012",1437702,"RE109"
"76204060060",1437702,"RE109"
"76204090025",242754,"RE102"
"76282021301",312941,"CN609"
"76282021305",312941,"CN609"
"76282021390",312941,"CN609"
"76282023810",197361,"CV200"
"76282023890",197361,"CV200"
"76282025010",349332,"CN609"
"76282056990",483448,"CN900"
"76282057390",483446,"CN900"
"76282066339",855633,"DE200"
"76282067942",2123111,"RE102"
"76329630005",1010878,"NT300"
"76385011150",200031,"CV100"
"76385011250",200032,"CV100"
"76385011350",200033,"CV100"
"76385012301",197943,"MS200"
"76385012350",197943,"MS200"
"76385012450",197944,"MS200"
"76385012901",860981,"HS502"
"76385013301",198006,"CV100"
"76385013401",198007,"CV100"
"77530072504",2569842,"CN105"
"77771014505",993557,"CN609"
"77771017660",993536,"CN609"
"77771018310",905225,"CV490"
"78206011201",1536144,"RE101"
"78206012601",1246313,"RE109"
"78206012701",1246310,"RE109"
"78206012702",1660934,"RE109"
"78206014601",1367439,"HS200"
"78206014603",1367439,"HS200"
"80491782503",2591508,"CN309"
"80491785003",2599098,"CN309"
"80631010010",2606078,"IM100"
"80631010502",2666313,"IM100"
"80681009900",198640,"VT102"
"80777010293",2664817,"IM100"
"80777010295",2664822,"IM100"
"80777010296",2664817,"IM100"
"80777027310",2470234,"IM100"
"80777027315",2470234,"IM100"
"80777027398",2470234,"IM100"
"80777027399",2470234,"IM100"
"80777027999",2598700,"IM100"
"80777028205",2610328,"IM100"
"80777028299",2610328,"IM100"
"80777028399",2623378,"IM100"
"80777028792",2664729,"IM100"
"81131031176",2264739,NA
"81131038679",1013738,NA
"81131038681",1745806,NA
"81672505101",2602306,"IM600"
"81964020351",617993,"AM111"
